train,speed,schedule,direction,station,distance,zone,time
102,normal,weekday,S,San Francisco,0,1,4:55am
102,normal,weekday,S,22nd Street,40,1,5:00am
102,normal,weekday,S,Bayshore,124,1,5:05am
102,normal,weekday,S,So. San Francisco,178,1,5:11am
102,normal,weekday,S,San Bruno,216,1,5:15am
102,normal,weekday,S,Millbrae,249,2,5:19am
102,normal,weekday,S,Burlingame,307,2,5:23am
102,normal,weekday,S,San Mateo,334,2,5:26am
102,normal,weekday,S,Hayward Park,354,2,5:29am
102,normal,weekday,S,Hillsdale,391,2,5:32am
102,normal,weekday,S,Belmont,428,2,5:35am
102,normal,weekday,S,San Carlos,458,2,5:38am
102,normal,weekday,S,Redwood City,499,2,5:43am
102,normal,weekday,S,Menlo Park,574,3,5:48am
102,normal,weekday,S,Palo Alto,604,3,5:51am
102,normal,weekday,S,California Ave,649,3,5:55am
102,normal,weekday,S,San Antonio,676,3,5:59am
102,normal,weekday,S,Mountain View,702,3,6:03am
102,normal,weekday,S,Sunnyvale,731,3,6:08am
102,normal,weekday,S,Lawrence,757,4,6:12am
102,normal,weekday,S,Santa Clara,805,4,6:17am
102,normal,weekday,S,San Jose,862,4,6:26am
104,normal,weekday,S,San Francisco,0,1,5:25am
104,normal,weekday,S,22nd Street,40,1,5:30am
104,normal,weekday,S,Bayshore,124,1,5:35am
104,normal,weekday,S,So. San Francisco,178,1,5:41am
104,normal,weekday,S,San Bruno,216,1,5:45am
104,normal,weekday,S,Millbrae,249,2,5:49am
104,normal,weekday,S,Burlingame,307,2,5:53am
104,normal,weekday,S,San Mateo,334,2,5:56am
104,normal,weekday,S,Hayward Park,354,2,5:59am
104,normal,weekday,S,Hillsdale,391,2,6:02am
104,normal,weekday,S,Belmont,428,2,6:05am
104,normal,weekday,S,San Carlos,458,2,6:08am
104,normal,weekday,S,Redwood City,499,2,6:13am
104,normal,weekday,S,Menlo Park,574,3,6:18am
104,normal,weekday,S,Palo Alto,604,3,6:21am
104,normal,weekday,S,California Ave,649,3,6:25am
104,normal,weekday,S,San Antonio,676,3,6:29am
104,normal,weekday,S,Mountain View,702,3,6:33am
104,normal,weekday,S,Sunnyvale,731,3,6:38am
104,normal,weekday,S,Lawrence,757,4,6:42am
104,normal,weekday,S,Santa Clara,805,4,6:47am
104,normal,weekday,S,San Jose,862,4,6:56am
104,normal,weekday,S,Tamien,906,4,7:03am
206,limited,weekday,S,San Francisco,0,1,6:11am
206,limited,weekday,S,22nd Street,40,1,6:16am
206,limited,weekday,S,Millbrae,249,2,6:29am
206,limited,weekday,S,Burlingame,307,2,6:33am
206,limited,weekday,S,San Mateo,334,2,6:36am
206,limited,weekday,S,Hillsdale,391,2,6:40am
206,limited,weekday,S,San Carlos,458,2,6:44am
206,limited,weekday,S,Redwood City,499,2,6:49am
206,limited,weekday,S,Menlo Park,574,3,6:54am
206,limited,weekday,S,Palo Alto,604,3,6:57am
206,limited,weekday,S,California Ave,649,3,7:01am
206,limited,weekday,S,Mountain View,702,3,7:07am
206,limited,weekday,S,Lawrence,757,4,7:12am
206,limited,weekday,S,San Jose,862,4,7:24am
208,limited,weekday,S,San Francisco,0,1,6:24am
208,limited,weekday,S,22nd Street,40,1,6:29am
208,limited,weekday,S,Bayshore,124,1,6:34am
208,limited,weekday,S,So. San Francisco,178,1,6:40am
208,limited,weekday,S,San Bruno,216,1,6:44am
208,limited,weekday,S,Millbrae,249,2,6:48am
208,limited,weekday,S,Burlingame,307,2,6:52am
208,limited,weekday,S,San Mateo,334,2,6:55am
208,limited,weekday,S,Hayward Park,354,2,6:58am
208,limited,weekday,S,Hillsdale,391,2,7:01am
208,limited,weekday,S,Belmont,428,2,7:04am
208,limited,weekday,S,San Carlos,458,2,7:07am
208,limited,weekday,S,Redwood City,499,2,7:12am
208,limited,weekday,S,Palo Alto,604,3,7:18am
208,limited,weekday,S,Santa Clara,805,4,7:34am
208,limited,weekday,S,San Jose,862,4,7:43am
208,limited,weekday,S,Tamien,906,4,7:50am
210,limited,weekday,S,San Francisco,0,1,6:44am
210,limited,weekday,S,22nd Street,40,1,6:49am
210,limited,weekday,S,Millbrae,249,2,7:01am
210,limited,weekday,S,San Mateo,334,2,7:07am
210,limited,weekday,S,San Carlos,458,2,7:13am
210,limited,weekday,S,Redwood City,499,2,7:18am
210,limited,weekday,S,Menlo Park,574,3,7:23am
210,limited,weekday,S,Palo Alto,604,3,7:26am
210,limited,weekday,S,California Ave,649,3,7:30am
210,limited,weekday,S,San Antonio,676,3,7:34am
210,limited,weekday,S,Mountain View,702,3,7:38am
210,limited,weekday,S,Sunnyvale,731,3,7:43am
210,limited,weekday,S,Lawrence,757,4,7:49am
210,limited,weekday,S,Santa Clara,805,4,7:56am
210,limited,weekday,S,College Park,833,4,7:59am
210,limited,weekday,S,San Jose,862,4,8:06am
210,limited,weekday,S,Tamien,906,4,8:13am
312,bullet,weekday,S,San Francisco,0,1,6:59am
312,bullet,weekday,S,22nd Street,40,1,7:04am
312,bullet,weekday,S,Millbrae,249,2,7:17am
312,bullet,weekday,S,Redwood City,499,2,7:30am
312,bullet,weekday,S,Menlo Park,574,3,7:35am
312,bullet,weekday,S,Mountain View,702,3,7:44am
312,bullet,weekday,S,San Jose,862,4,7:58am
314,bullet,weekday,S,San Francisco,0,1,7:14am
314,bullet,weekday,S,22nd Street,40,1,7:19am
314,bullet,weekday,S,Millbrae,249,2,7:32am
314,bullet,weekday,S,Hillsdale,391,2,7:40am
314,bullet,weekday,S,Palo Alto,604,3,7:51am
314,bullet,weekday,S,Mountain View,702,3,7:58am
314,bullet,weekday,S,San Jose,862,4,8:13am
216,limited,weekday,S,San Francisco,0,1,7:19am
216,limited,weekday,S,San Bruno,216,1,7:33am
216,limited,weekday,S,Burlingame,307,2,7:38am
216,limited,weekday,S,San Mateo,334,2,7:42am
216,limited,weekday,S,Hillsdale,391,2,7:46am
216,limited,weekday,S,San Carlos,458,2,7:50am
216,limited,weekday,S,Menlo Park,574,3,7:58am
216,limited,weekday,S,Palo Alto,604,3,8:01am
216,limited,weekday,S,Mountain View,702,3,8:09am
216,limited,weekday,S,Lawrence,757,4,8:16am
216,limited,weekday,S,San Jose,862,4,8:28am
218,limited,weekday,S,San Francisco,0,1,7:24am
218,limited,weekday,S,22nd Street,40,1,7:29am
218,limited,weekday,S,Bayshore,124,1,7:34am
218,limited,weekday,S,So. San Francisco,178,1,7:40am
218,limited,weekday,S,San Bruno,216,1,7:44am
218,limited,weekday,S,Millbrae,249,2,7:48am
218,limited,weekday,S,Burlingame,307,2,7:52am
218,limited,weekday,S,San Mateo,334,2,7:55am
218,limited,weekday,S,Hayward Park,354,2,7:58am
218,limited,weekday,S,Hillsdale,391,2,8:01am
218,limited,weekday,S,Belmont,428,2,8:04am
218,limited,weekday,S,San Carlos,458,2,8:07am
218,limited,weekday,S,Redwood City,499,2,8:12am
218,limited,weekday,S,Palo Alto,604,3,8:18am
218,limited,weekday,S,Santa Clara,805,4,8:34am
218,limited,weekday,S,San Jose,862,4,8:43am
218,limited,weekday,S,Tamien,906,4,8:50am
220,limited,weekday,S,San Francisco,0,1,7:44am
220,limited,weekday,S,22nd Street,40,1,7:49am
220,limited,weekday,S,Millbrae,249,2,8:01am
220,limited,weekday,S,San Mateo,334,2,8:07am
220,limited,weekday,S,San Carlos,458,2,8:13am
220,limited,weekday,S,Redwood City,499,2,8:18am
220,limited,weekday,S,Menlo Park,574,3,8:23am
220,limited,weekday,S,Palo Alto,604,3,8:26am
220,limited,weekday,S,California Ave,649,3,8:30am
220,limited,weekday,S,San Antonio,676,3,8:34am
220,limited,weekday,S,Mountain View,702,3,8:38am
220,limited,weekday,S,Sunnyvale,731,3,8:43am
220,limited,weekday,S,Lawrence,757,4,8:49am
220,limited,weekday,S,Santa Clara,805,4,8:56am
220,limited,weekday,S,San Jose,862,4,9:05am
220,limited,weekday,S,Tamien,906,4,9:12am
322,bullet,weekday,S,San Francisco,0,1,7:59am
322,bullet,weekday,S,22nd Street,40,1,8:04am
322,bullet,weekday,S,Millbrae,249,2,8:17am
322,bullet,weekday,S,Redwood City,499,2,8:30am
322,bullet,weekday,S,Menlo Park,574,3,8:35am
322,bullet,weekday,S,Mountain View,702,3,8:44am
322,bullet,weekday,S,San Jose,862,4,8:58am
324,bullet,weekday,S,San Francisco,0,1,8:14am
324,bullet,weekday,S,22nd Street,40,1,8:19am
324,bullet,weekday,S,Millbrae,249,2,8:32am
324,bullet,weekday,S,Hillsdale,391,2,8:40am
324,bullet,weekday,S,Palo Alto,604,3,8:51am
324,bullet,weekday,S,Mountain View,702,3,8:58am
324,bullet,weekday,S,San Jose,862,4,9:13am
226,limited,weekday,S,San Francisco,0,1,8:19am
226,limited,weekday,S,San Bruno,216,1,8:33am
226,limited,weekday,S,Burlingame,307,2,8:38am
226,limited,weekday,S,San Mateo,334,2,8:42am
226,limited,weekday,S,Hillsdale,391,2,8:46am
226,limited,weekday,S,San Carlos,458,2,8:50am
226,limited,weekday,S,Menlo Park,574,3,8:58am
226,limited,weekday,S,Palo Alto,604,3,9:01am
226,limited,weekday,S,Mountain View,702,3,9:09am
226,limited,weekday,S,Lawrence,757,4,9:16am
226,limited,weekday,S,San Jose,862,4,9:28am
228,limited,weekday,S,San Francisco,0,1,8:24am
228,limited,weekday,S,22nd Street,40,1,8:29am
228,limited,weekday,S,Bayshore,124,1,8:34am
228,limited,weekday,S,So. San Francisco,178,1,8:40am
228,limited,weekday,S,San Bruno,216,1,8:44am
228,limited,weekday,S,Millbrae,249,2,8:48am
228,limited,weekday,S,Burlingame,307,2,8:52am
228,limited,weekday,S,San Mateo,334,2,8:55am
228,limited,weekday,S,Hayward Park,354,2,8:58am
228,limited,weekday,S,Hillsdale,391,2,9:01am
228,limited,weekday,S,Belmont,428,2,9:04am
228,limited,weekday,S,San Carlos,458,2,9:07am
228,limited,weekday,S,Redwood City,499,2,9:12am
228,limited,weekday,S,Palo Alto,604,3,9:18am
228,limited,weekday,S,Santa Clara,805,4,9:34am
228,limited,weekday,S,San Jose,862,4,9:43am
228,limited,weekday,S,Tamien,906,4,9:50am
230,limited,weekday,S,San Francisco,0,1,8:44am
230,limited,weekday,S,22nd Street,40,1,8:49am
230,limited,weekday,S,Millbrae,249,2,9:01am
230,limited,weekday,S,San Mateo,334,2,9:07am
230,limited,weekday,S,San Carlos,458,2,9:13am
230,limited,weekday,S,Redwood City,499,2,9:18am
230,limited,weekday,S,Menlo Park,574,3,9:23am
230,limited,weekday,S,Palo Alto,604,3,9:26am
230,limited,weekday,S,California Ave,649,3,9:30am
230,limited,weekday,S,San Antonio,676,3,9:34am
230,limited,weekday,S,Mountain View,702,3,9:38am
230,limited,weekday,S,Sunnyvale,731,3,9:43am
230,limited,weekday,S,Lawrence,757,4,9:49am
230,limited,weekday,S,Santa Clara,805,4,9:56am
230,limited,weekday,S,San Jose,862,4,10:05am
230,limited,weekday,S,Tamien,906,4,10:12am
332,bullet,weekday,S,San Francisco,0,1,8:59am
332,bullet,weekday,S,22nd Street,40,1,9:04am
332,bullet,weekday,S,Millbrae,249,2,9:17am
332,bullet,weekday,S,Redwood City,499,2,9:30am
332,bullet,weekday,S,Menlo Park,574,3,9:35am
332,bullet,weekday,S,Mountain View,702,3,9:44am
332,bullet,weekday,S,San Jose,862,4,9:58am
134,normal,weekday,S,San Francisco,0,1,9:07am
134,normal,weekday,S,22nd Street,40,1,9:12am
134,normal,weekday,S,Bayshore,124,1,9:17am
134,normal,weekday,S,So. San Francisco,178,1,9:23am
134,normal,weekday,S,San Bruno,216,1,9:27am
134,normal,weekday,S,Millbrae,249,2,9:31am
134,normal,weekday,S,Burlingame,307,2,9:35am
134,normal,weekday,S,San Mateo,334,2,9:38am
134,normal,weekday,S,Hayward Park,354,2,9:41am
134,normal,weekday,S,Hillsdale,391,2,9:44am
134,normal,weekday,S,Belmont,428,2,9:47am
134,normal,weekday,S,San Carlos,458,2,9:50am
134,normal,weekday,S,Redwood City,499,2,9:55am
134,normal,weekday,S,Menlo Park,574,3,10:00am
134,normal,weekday,S,Palo Alto,604,3,10:03am
134,normal,weekday,S,California Ave,649,3,10:07am
134,normal,weekday,S,San Antonio,676,3,10:11am
134,normal,weekday,S,Mountain View,702,3,10:15am
134,normal,weekday,S,Sunnyvale,731,3,10:20am
134,normal,weekday,S,Lawrence,757,4,10:24am
134,normal,weekday,S,Santa Clara,805,4,10:29am
134,normal,weekday,S,San Jose,862,4,10:38am
236,limited,weekday,S,San Francisco,0,1,9:37am
236,limited,weekday,S,San Bruno,216,1,9:51am
236,limited,weekday,S,Millbrae,249,2,9:55am
236,limited,weekday,S,Burlingame,307,2,9:59am
236,limited,weekday,S,San Mateo,334,2,10:02am
236,limited,weekday,S,Hillsdale,391,2,10:06am
236,limited,weekday,S,Belmont,428,2,10:09am
236,limited,weekday,S,San Carlos,458,2,10:12am
236,limited,weekday,S,Redwood City,499,2,10:17am
236,limited,weekday,S,Menlo Park,574,3,10:22am
236,limited,weekday,S,Palo Alto,604,3,10:25am
236,limited,weekday,S,California Ave,649,3,10:29am
236,limited,weekday,S,San Antonio,676,3,10:33am
236,limited,weekday,S,Mountain View,702,3,10:37am
236,limited,weekday,S,Sunnyvale,731,3,10:42am
236,limited,weekday,S,Lawrence,757,4,10:46am
236,limited,weekday,S,Santa Clara,805,4,10:51am
236,limited,weekday,S,San Jose,862,4,11:00am
236,limited,weekday,S,Tamien,906,4,11:07am
138,normal,weekday,S,San Francisco,0,1,10:07am
138,normal,weekday,S,22nd Street,40,1,10:12am
138,normal,weekday,S,Bayshore,124,1,10:17am
138,normal,weekday,S,So. San Francisco,178,1,10:23am
138,normal,weekday,S,San Bruno,216,1,10:27am
138,normal,weekday,S,Millbrae,249,2,10:31am
138,normal,weekday,S,Burlingame,307,2,10:35am
138,normal,weekday,S,San Mateo,334,2,10:38am
138,normal,weekday,S,Hayward Park,354,2,10:41am
138,normal,weekday,S,Hillsdale,391,2,10:44am
138,normal,weekday,S,Belmont,428,2,10:47am
138,normal,weekday,S,San Carlos,458,2,10:50am
138,normal,weekday,S,Redwood City,499,2,10:55am
138,normal,weekday,S,Menlo Park,574,3,11:00am
138,normal,weekday,S,Palo Alto,604,3,11:03am
138,normal,weekday,S,California Ave,649,3,11:07am
138,normal,weekday,S,San Antonio,676,3,11:11am
138,normal,weekday,S,Mountain View,702,3,11:15am
138,normal,weekday,S,Sunnyvale,731,3,11:20am
138,normal,weekday,S,Lawrence,757,4,11:24am
138,normal,weekday,S,Santa Clara,805,4,11:29am
138,normal,weekday,S,San Jose,862,4,11:38am
142,normal,weekday,S,San Francisco,0,1,11:07am
142,normal,weekday,S,22nd Street,40,1,11:12am
142,normal,weekday,S,Bayshore,124,1,11:17am
142,normal,weekday,S,So. San Francisco,178,1,11:23am
142,normal,weekday,S,San Bruno,216,1,11:27am
142,normal,weekday,S,Millbrae,249,2,11:31am
142,normal,weekday,S,Burlingame,307,2,11:35am
142,normal,weekday,S,San Mateo,334,2,11:38am
142,normal,weekday,S,Hayward Park,354,2,11:41am
142,normal,weekday,S,Hillsdale,391,2,11:44am
142,normal,weekday,S,Belmont,428,2,11:47am
142,normal,weekday,S,San Carlos,458,2,11:50am
142,normal,weekday,S,Redwood City,499,2,11:55am
142,normal,weekday,S,Menlo Park,574,3,12:00pm
142,normal,weekday,S,Palo Alto,604,3,12:03pm
142,normal,weekday,S,California Ave,649,3,12:07pm
142,normal,weekday,S,San Antonio,676,3,12:11pm
142,normal,weekday,S,Mountain View,702,3,12:15pm
142,normal,weekday,S,Sunnyvale,731,3,12:20pm
142,normal,weekday,S,Lawrence,757,4,12:24pm
142,normal,weekday,S,Santa Clara,805,4,12:29pm
142,normal,weekday,S,San Jose,862,4,12:38pm
146,normal,weekday,S,San Francisco,0,1,12:07pm
146,normal,weekday,S,22nd Street,40,1,12:12pm
146,normal,weekday,S,Bayshore,124,1,12:17pm
146,normal,weekday,S,So. San Francisco,178,1,12:23pm
146,normal,weekday,S,San Bruno,216,1,12:27pm
146,normal,weekday,S,Millbrae,249,2,12:31pm
146,normal,weekday,S,Burlingame,307,2,12:35pm
146,normal,weekday,S,San Mateo,334,2,12:38pm
146,normal,weekday,S,Hayward Park,354,2,12:41pm
146,normal,weekday,S,Hillsdale,391,2,12:44pm
146,normal,weekday,S,Belmont,428,2,12:47pm
146,normal,weekday,S,San Carlos,458,2,12:50pm
146,normal,weekday,S,Redwood City,499,2,12:55pm
146,normal,weekday,S,Menlo Park,574,3,1:00pm
146,normal,weekday,S,Palo Alto,604,3,1:03pm
146,normal,weekday,S,California Ave,649,3,1:07pm
146,normal,weekday,S,San Antonio,676,3,1:11pm
146,normal,weekday,S,Mountain View,702,3,1:15pm
146,normal,weekday,S,Sunnyvale,731,3,1:20pm
146,normal,weekday,S,Lawrence,757,4,1:24pm
146,normal,weekday,S,Santa Clara,805,4,1:29pm
146,normal,weekday,S,San Jose,862,4,1:38pm
150,normal,weekday,S,San Francisco,0,1,1:07pm
150,normal,weekday,S,22nd Street,40,1,1:12pm
150,normal,weekday,S,Bayshore,124,1,1:17pm
150,normal,weekday,S,So. San Francisco,178,1,1:23pm
150,normal,weekday,S,San Bruno,216,1,1:27pm
150,normal,weekday,S,Millbrae,249,2,1:31pm
150,normal,weekday,S,Burlingame,307,2,1:35pm
150,normal,weekday,S,San Mateo,334,2,1:38pm
150,normal,weekday,S,Hayward Park,354,2,1:41pm
150,normal,weekday,S,Hillsdale,391,2,1:44pm
150,normal,weekday,S,Belmont,428,2,1:47pm
150,normal,weekday,S,San Carlos,458,2,1:50pm
150,normal,weekday,S,Redwood City,499,2,1:55pm
150,normal,weekday,S,Menlo Park,574,3,2:00pm
150,normal,weekday,S,Palo Alto,604,3,2:03pm
150,normal,weekday,S,California Ave,649,3,2:07pm
150,normal,weekday,S,San Antonio,676,3,2:11pm
150,normal,weekday,S,Mountain View,702,3,2:15pm
150,normal,weekday,S,Sunnyvale,731,3,2:20pm
150,normal,weekday,S,Lawrence,757,4,2:24pm
150,normal,weekday,S,Santa Clara,805,4,2:29pm
150,normal,weekday,S,San Jose,862,4,2:38pm
154,normal,weekday,S,San Francisco,0,1,2:07pm
154,normal,weekday,S,22nd Street,40,1,2:12pm
154,normal,weekday,S,Bayshore,124,1,2:17pm
154,normal,weekday,S,So. San Francisco,178,1,2:23pm
154,normal,weekday,S,San Bruno,216,1,2:27pm
154,normal,weekday,S,Millbrae,249,2,2:31pm
154,normal,weekday,S,Burlingame,307,2,2:35pm
154,normal,weekday,S,San Mateo,334,2,2:38pm
154,normal,weekday,S,Hayward Park,354,2,2:41pm
154,normal,weekday,S,Hillsdale,391,2,2:44pm
154,normal,weekday,S,Belmont,428,2,2:47pm
154,normal,weekday,S,San Carlos,458,2,2:50pm
154,normal,weekday,S,Redwood City,499,2,2:55pm
154,normal,weekday,S,Menlo Park,574,3,3:00pm
154,normal,weekday,S,Palo Alto,604,3,3:03pm
154,normal,weekday,S,California Ave,649,3,3:07pm
154,normal,weekday,S,San Antonio,676,3,3:11pm
154,normal,weekday,S,Mountain View,702,3,3:15pm
154,normal,weekday,S,Sunnyvale,731,3,3:20pm
154,normal,weekday,S,Lawrence,757,4,3:24pm
154,normal,weekday,S,Santa Clara,805,4,3:29pm
154,normal,weekday,S,San Jose,862,4,3:38pm
256,limited,weekday,S,San Francisco,0,1,2:37pm
256,limited,weekday,S,San Bruno,216,1,2:51pm
256,limited,weekday,S,Millbrae,249,2,2:55pm
256,limited,weekday,S,Burlingame,307,2,2:59pm
256,limited,weekday,S,San Mateo,334,2,3:02pm
256,limited,weekday,S,Hillsdale,391,2,3:06pm
256,limited,weekday,S,Belmont,428,2,3:09pm
256,limited,weekday,S,San Carlos,458,2,3:12pm
256,limited,weekday,S,Redwood City,499,2,3:17pm
256,limited,weekday,S,Menlo Park,574,3,3:22pm
256,limited,weekday,S,Palo Alto,604,3,3:25pm
256,limited,weekday,S,California Ave,649,3,3:29pm
256,limited,weekday,S,San Antonio,676,3,3:33pm
256,limited,weekday,S,Mountain View,702,3,3:37pm
256,limited,weekday,S,Sunnyvale,731,3,3:42pm
256,limited,weekday,S,Lawrence,757,4,3:46pm
256,limited,weekday,S,Santa Clara,805,4,3:51pm
256,limited,weekday,S,San Jose,862,4,4:00pm
256,limited,weekday,S,Tamien,906,4,4:07pm
158,normal,weekday,S,San Francisco,0,1,3:07pm
158,normal,weekday,S,22nd Street,40,1,3:12pm
158,normal,weekday,S,Bayshore,124,1,3:17pm
158,normal,weekday,S,So. San Francisco,178,1,3:23pm
158,normal,weekday,S,San Bruno,216,1,3:27pm
158,normal,weekday,S,Millbrae,249,2,3:31pm
158,normal,weekday,S,Burlingame,307,2,3:35pm
158,normal,weekday,S,San Mateo,334,2,3:38pm
158,normal,weekday,S,Hayward Park,354,2,3:41pm
158,normal,weekday,S,Hillsdale,391,2,3:44pm
158,normal,weekday,S,Belmont,428,2,3:47pm
158,normal,weekday,S,San Carlos,458,2,3:50pm
158,normal,weekday,S,Redwood City,499,2,3:55pm
158,normal,weekday,S,Menlo Park,574,3,4:00pm
158,normal,weekday,S,Palo Alto,604,3,4:03pm
158,normal,weekday,S,California Ave,649,3,4:07pm
158,normal,weekday,S,San Antonio,676,3,4:11pm
158,normal,weekday,S,Mountain View,702,3,4:15pm
158,normal,weekday,S,Sunnyvale,731,3,4:20pm
158,normal,weekday,S,Lawrence,757,4,4:24pm
158,normal,weekday,S,Santa Clara,805,4,4:29pm
158,normal,weekday,S,College Park,833,4,4:32pm
158,normal,weekday,S,San Jose,862,4,4:39pm
158,normal,weekday,S,Tamien,906,4,4:45pm
158,normal,weekday,S,Capitol,939,5,4:52pm
158,normal,weekday,S,Blossom Hill,966,5,4:58pm
158,normal,weekday,S,Morgan Hill,997,6,5:11pm
158,normal,weekday,S,San Martin,1021,6,5:17pm
158,normal,weekday,S,Gilroy,1053,6,5:30pm
260,limited,weekday,S,San Francisco,0,1,3:37pm
260,limited,weekday,S,San Bruno,216,1,3:51pm
260,limited,weekday,S,Millbrae,249,2,3:55pm
260,limited,weekday,S,Burlingame,307,2,3:59pm
260,limited,weekday,S,San Mateo,334,2,4:02pm
260,limited,weekday,S,Hillsdale,391,2,4:06pm
260,limited,weekday,S,Belmont,428,2,4:09pm
260,limited,weekday,S,San Carlos,458,2,4:12pm
260,limited,weekday,S,Redwood City,499,2,4:17pm
260,limited,weekday,S,Menlo Park,574,3,4:22pm
260,limited,weekday,S,Palo Alto,604,3,4:25pm
260,limited,weekday,S,California Ave,649,3,4:29pm
260,limited,weekday,S,San Antonio,676,3,4:33pm
260,limited,weekday,S,Mountain View,702,3,4:37pm
260,limited,weekday,S,Sunnyvale,731,3,4:42pm
260,limited,weekday,S,Lawrence,757,4,4:46pm
260,limited,weekday,S,Santa Clara,805,4,4:51pm
260,limited,weekday,S,San Jose,862,4,5:00pm
260,limited,weekday,S,Tamien,906,4,5:07pm
362,bullet,weekday,S,San Francisco,0,1,4:09pm
362,bullet,weekday,S,Millbrae,249,2,4:25pm
362,bullet,weekday,S,Hillsdale,391,2,4:33pm
362,bullet,weekday,S,Palo Alto,604,3,4:44pm
362,bullet,weekday,S,Mountain View,702,3,4:51pm
362,bullet,weekday,S,San Jose,862,4,5:06pm
264,limited,weekday,S,San Francisco,0,1,4:19pm
264,limited,weekday,S,San Bruno,216,1,4:33pm
264,limited,weekday,S,Burlingame,307,2,4:38pm
264,limited,weekday,S,San Mateo,334,2,4:42pm
264,limited,weekday,S,Hillsdale,391,2,4:47pm
264,limited,weekday,S,San Carlos,458,2,4:51pm
264,limited,weekday,S,Palo Alto,604,3,5:01pm
264,limited,weekday,S,California Ave,649,3,5:05pm
264,limited,weekday,S,Mountain View,702,3,5:11pm
264,limited,weekday,S,Sunnyvale,731,3,5:16pm
264,limited,weekday,S,San Jose,862,4,5:27pm
266,limited,weekday,S,San Francisco,0,1,4:27pm
266,limited,weekday,S,22nd Street,40,1,4:32pm
266,limited,weekday,S,Bayshore,124,1,4:40pm
266,limited,weekday,S,So. San Francisco,178,1,4:48pm
266,limited,weekday,S,San Bruno,216,1,4:52pm
266,limited,weekday,S,Millbrae,249,2,4:56pm
266,limited,weekday,S,Burlingame,307,2,5:00pm
266,limited,weekday,S,San Mateo,334,2,5:04pm
266,limited,weekday,S,Hayward Park,354,2,5:07pm
266,limited,weekday,S,Hillsdale,391,2,5:11pm
266,limited,weekday,S,Belmont,428,2,5:14pm
266,limited,weekday,S,San Carlos,458,2,5:18pm
266,limited,weekday,S,Redwood City,499,2,5:22pm
266,limited,weekday,S,Menlo Park,574,3,5:28pm
266,limited,weekday,S,Mountain View,702,3,5:36pm
266,limited,weekday,S,Santa Clara,805,4,5:47pm
266,limited,weekday,S,San Jose,862,4,5:55pm
368,bullet,weekday,S,San Francisco,0,1,4:33pm
368,bullet,weekday,S,Millbrae,249,2,4:49pm
368,bullet,weekday,S,San Mateo,334,2,4:57pm
368,bullet,weekday,S,Redwood City,499,2,5:06pm
368,bullet,weekday,S,Palo Alto,604,3,5:12pm
368,bullet,weekday,S,Sunnyvale,731,3,5:21pm
368,bullet,weekday,S,San Jose,862,4,5:32pm
368,bullet,weekday,S,Tamien,906,4,5:39pm
270,limited,weekday,S,San Francisco,0,1,4:56pm
270,limited,weekday,S,So. San Francisco,178,1,5:08pm
270,limited,weekday,S,Millbrae,249,2,5:14pm
270,limited,weekday,S,Hillsdale,391,2,5:22pm
270,limited,weekday,S,Redwood City,499,2,5:28pm
270,limited,weekday,S,Menlo Park,574,3,5:34pm
270,limited,weekday,S,Palo Alto,604,3,5:38pm
270,limited,weekday,S,California Ave,649,3,5:42pm
270,limited,weekday,S,San Antonio,676,3,5:46pm
270,limited,weekday,S,Mountain View,702,3,5:50pm
270,limited,weekday,S,Sunnyvale,731,3,5:55pm
270,limited,weekday,S,Lawrence,757,4,6:01pm
270,limited,weekday,S,Santa Clara,805,4,6:08pm
270,limited,weekday,S,San Jose,862,4,6:16pm
270,limited,weekday,S,Tamien,906,4,6:22pm
270,limited,weekday,S,Capitol,939,5,6:29pm
270,limited,weekday,S,Blossom Hill,966,5,6:35pm
270,limited,weekday,S,Morgan Hill,997,6,6:48pm
270,limited,weekday,S,San Martin,1021,6,6:54pm
270,limited,weekday,S,Gilroy,1053,6,7:07pm
372,bullet,weekday,S,San Francisco,0,1,5:14pm
372,bullet,weekday,S,Millbrae,249,2,5:30pm
372,bullet,weekday,S,Hillsdale,391,2,5:38pm
372,bullet,weekday,S,Palo Alto,604,3,5:49pm
372,bullet,weekday,S,Mountain View,702,3,5:56pm
372,bullet,weekday,S,San Jose,862,4,6:11pm
274,limited,weekday,S,San Francisco,0,1,5:20pm
274,limited,weekday,S,San Bruno,216,1,5:34pm
274,limited,weekday,S,Burlingame,307,2,5:39pm
274,limited,weekday,S,San Mateo,334,2,5:43pm
274,limited,weekday,S,Hillsdale,391,2,5:48pm
274,limited,weekday,S,San Carlos,458,2,5:52pm
274,limited,weekday,S,Palo Alto,604,3,6:02pm
274,limited,weekday,S,California Ave,649,3,6:06pm
274,limited,weekday,S,Mountain View,702,3,6:12pm
274,limited,weekday,S,Sunnyvale,731,3,6:17pm
274,limited,weekday,S,San Jose,862,4,6:28pm
276,limited,weekday,S,San Francisco,0,1,5:27pm
276,limited,weekday,S,22nd Street,40,1,5:32pm
276,limited,weekday,S,Bayshore,124,1,5:40pm
276,limited,weekday,S,So. San Francisco,178,1,5:48pm
276,limited,weekday,S,San Bruno,216,1,5:52pm
276,limited,weekday,S,Millbrae,249,2,5:56pm
276,limited,weekday,S,Burlingame,307,2,6:00pm
276,limited,weekday,S,San Mateo,334,2,6:04pm
276,limited,weekday,S,Hayward Park,354,2,6:07pm
